Age,Gender,Weight (kg),Height (m),BMI,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,Workout_Type,diet_type,Carbs,Proteins,Fats,Calories,pct_carbs,protein_per_kg,lean_mass_kg,cal_balance,Calories_Burned,Burns Calories (per 30 min),Burns_Calories_Bin,cluster
40.75,Female,76.79,1.79,23.966168346805656,28.19486508210643,2.02,4.03,Intermediate,Yoga,Balanced,287.91,117.01,78.41,1992.0,0.5956799702066911,1.5237661153796067,55.13916310345048,982.32,1009.68,331.68,Low,0
57.9,Male,75.36,1.69,26.38563075522566,23.871617459921165,2.29,3.99,Intermediate,Strength,Vegan,187.4,74.9,50.66,2103.0,0.5987985685071574,0.9938959660297241,57.370349082203404,721.75,1381.25,332.61,Low,0
42.83,Male,66.27,1.83,19.788587297321506,22.23596004404321,2.4,2.99,Intermediate,Yoga,Vegan,227.69,91.73,61.18,1758.0,0.5982396216500262,1.3841859061415422,51.53422927881256,951.6,806.4,341.48,Medium,0
40.77,Female,66.73,1.74,22.040560179680277,24.52417087442831,2.29,3.0,Beginner,Strength,Balanced,187.62,74.67,49.84,1910.0,0.6010956973056099,1.1189869623857336,50.365020775493996,574.72,1335.28,368.39,Very High,0
25.84,Male,53.89,1.53,23.02106027596224,26.23993823328805,1.71,2.97,Beginner,Yoga,Low-Carb,278.75,111.35,73.56,1233.0,0.6011948410473191,2.0662460567823344,39.74929728608107,487.20000000000005,745.8,364.05,Very High,0
52.06,Female,63.53,1.54,26.787822567043346,26.285248073216472,1.8,3.01,Intermediate,HIIT,Balanced,179.44,71.99,48.37,1779.0,0.5985323549032688,1.133165433653392,46.83098189908558,-5.970000000000027,1784.97,358.53,High,0
24.91,Male,59.73,1.51,26.196219464058593,24.7621411982344,2.69,5.01,Advanced,Strength,Vegan,242.79,97.22,64.93,1713.0,0.5995703067121054,1.6276577934036498,44.93957306229459,-182.4000000000001,1895.4,327.7,Low,0
37.64,Female,49.96,1.51,21.911319678961448,28.65881315396108,2.48,3.04,Beginner,Cardio,Vegan,209.11,83.24,54.82,1207.0,0.6023273900394619,1.6661329063250598,35.642056948281045,106.0,1101.0,351.88,High,0
29.11,Female,85.87,1.72,29.02582477014603,28.721847766148567,3.5,3.98,Advanced,Cardio,Paleo,432.5,171.54,114.89,2476.0,0.6015884717566384,1.9976708978688713,61.20654932320823,612.97,1863.03,360.31,High,1
56.66,Male,54.9,1.99,13.863286280649477,11.588880876093988,3.01,3.02,Intermediate,HIIT,Low-Carb,192.03,75.76,51.18,1277.0,0.6020315390162084,1.3799635701275046,48.5377043990244,-209.6300000000001,1486.63,331.23,Low,0
18.93,Male,71.85,1.94,19.09076416197258,23.26860973336281,3.21,3.02,Intermediate,Strength,Low-Carb,191.51,75.67,50.65,2118.0,0.6025548249063966,1.0531663187195548,55.131503906578814,844.6600000000001,1273.34,340.86,Medium,0
23.03,Male,107.51,1.94,28.565734934637053,35.0,2.9,2.02,Beginner,Cardio,Vegetarian,154.08,61.43,41.29,2808.0,0.6,0.5713887080271602,69.8815,1630.94,1177.06,344.16,Medium,1
39.98,Female,58.97,1.98,15.04183246607489,19.84313266186733,2.49,2.99,Intermediate,HIIT,Balanced,353.33,141.56,93.78,1504.0,0.6002174393123482,2.400542648804477,47.26850466929684,-398.3800000000001,1902.38,365.92,Very High,0
51.33,Female,64.4,1.8,19.876543209876544,23.939321578888865,2.71,3.98,Intermediate,Cardio,Vegetarian,199.48,80.26,53.74,1938.0,0.5981768022070288,1.2462732919254658,48.98307690319558,920.4,1017.6,337.94,Medium,0
30.82,Female,49.34,1.62,18.80048773052888,22.03282478992079,3.18,2.02,Beginner,HIIT,Balanced,196.55,78.6,52.34,1357.0,0.6001709975877126,1.593027969193352,38.469004248653086,692.1,664.9,351.48,High,0
51.82,Female,64.38,1.62,24.531321444901685,25.755448555136034,2.31,4.01,Intermediate,Cardio,Vegetarian,196.17,77.81,51.74,1898.0,0.602265749723689,1.208605156881019,47.79864222020342,651.04,1246.96,361.27,Very High,0
40.52,Male,93.65,1.93,25.141614539987653,27.99855643989209,2.0,3.03,Beginner,Cardio,Balanced,256.16,102.23,67.9,2519.0,0.6009054868751319,1.0916177255739454,67.42935189404106,1296.91,1222.09,359.89,High,1
54.1,Male,72.17,1.86,20.860793155278063,21.612196158056275,2.21,2.96,Intermediate,Strength,Vegetarian,262.18,105.3,70.0,1857.0,0.5992959678156715,1.4590550090065124,56.572478032730785,626.8299999999999,1230.17,330.39,Low,0
59.31,Female,87.2,1.76,28.150826446280995,32.67820274789912,3.11,3.01,Intermediate,HIIT,Keto,216.04,86.46,57.57,2345.0,0.5999944455244813,0.9915137614678898,58.70460720383197,853.4000000000001,1491.6,357.92,High,1
28.23,Female,52.67,1.61,20.319432120674357,24.725476640183324,2.03,3.01,Intermediate,HIIT,Vegan,241.12,96.3,64.4,1528.0,0.6000696829426111,1.8283652933358647,39.647091453615445,-215.8499999999999,1743.85,365.94,Very High,0
40.18,Female,58.23,1.56,23.927514792899405,28.398163149704697,2.19,1.96,Beginner,Strength,Keto,198.9,78.65,52.72,1582.0,0.6022345353801436,1.3506783444959645,41.69374959792695,978.65,603.35,366.08,Very High,0
39.89,Female,60.75,1.88,17.18820733363513,22.25672468451574,2.97,2.99,Intermediate,Yoga,Paleo,283.92,114.66,75.86,1778.0,0.5984318354270297,1.8874074074074074,47.22903975415669,901.06,876.94,340.12,Medium,0
53.74,Female,48.07,1.6,18.777343749999996,18.4594122652728,2.29,4.0,Intermediate,Yoga,Vegan,240.23,96.85,64.93,1438.0,0.597572199696525,2.014770126898273,39.19656052408337,580.49,857.51,337.99,Medium,0
24.27,Female,62.3,1.79,19.443837583096656,21.62643314312992,2.3,3.98,Intermediate,Strength,Vegetarian,303.11,121.43,80.92,1613.0,0.5996715862778459,1.9491171749598717,48.82673215183006,80.68000000000006,1532.32,358.45,High,0
40.77,Female,71.25,1.64,26.490928019036293,27.74008601178105,2.29,3.01,Intermediate,Strength,Low-Carb,185.04,74.01,48.72,1975.0,0.6012281898820548,1.0387368421052632,51.485188716606004,453.47,1521.53,363.98,Very High,0
58.88,Male,126.11,1.69,44.15461643499878,35.0,2.9,2.98,Beginner,Cardio,Balanced,238.09,95.51,63.42,3380.0,0.5996927106946753,0.7573546903496947,81.9715,2286.8199999999997,1093.18,358.29,High,1
33.04,Male,53.24,1.66,19.320656118449705,25.867727891508004,2.5,2.97,Beginner,Strength,Vegan,246.29,99.12,65.66,1423.0,0.5991436981535992,1.8617580766341097,39.46802167056114,188.8800000000001,1234.12,352.19,High,0
36.33,Female,58.93,1.78,18.599293018558264,23.24569277946832,2.21,2.02,Beginner,Strength,Vegetarian,346.44,138.28,92.28,1661.0,0.6004159445407279,2.346512811810623,45.23131324505932,829.4,831.6,364.6,Very High,0
47.07,Female,58.48,1.79,18.251615118129894,20.061811545367817,2.4,4.01,Intermediate,Strength,Paleo,214.05,85.06,56.55,1659.0,0.6018388348422651,1.454514363885089,46.7478526082689,112.02999999999997,1546.97,350.26,High,0
45.0,Male,59.13,1.72,19.98715521903732,23.101700419738386,3.11,4.01,Intermediate,HIIT,Keto,197.85,78.83,52.44,1429.0,0.6011485172581429,1.3331642144427531,45.4699645418087,-300.20000000000005,1729.2,334.53,Low,0
18.01,Male,72.02,1.54,30.36768426378816,32.71907405872773,1.67,1.99,Beginner,Yoga,Vegan,223.12,89.99,60.02,1885.0,0.5979685364350227,1.2495140238822549,48.45572286290429,1250.8200000000002,634.18,368.41,Very High,0
31.04,Male,64.16,1.8,19.80246913580247,20.501162267880225,2.6,1.99,Beginner,HIIT,Low-Carb,231.34,92.77,61.79,1715.0,0.5994817310183985,1.445916458852868,51.00645428892805,989.66,725.34,342.52,Medium,0
23.03,Male,58.67,1.71,20.0642932868233,21.077372057936337,3.43,3.01,Intermediate,Yoga,Paleo,177.86,72.62,47.56,1485.0,0.5967655348275399,1.2377705812169764,46.30390581360875,658.38,826.62,339.1,Medium,0
40.96,Female,81.9,1.87,23.420744087620463,27.938669723644733,3.49,4.99,Advanced,Cardio,Balanced,314.68,126.33,84.05,2399.0,0.5993219822496477,1.5424908424908423,59.01822949633496,451.21000000000004,1947.79,344.69,Medium,1
39.76,Female,93.86,1.93,25.197991892399795,27.20955618287192,2.0,2.98,Beginner,Cardio,Vegetarian,256.48,102.32,68.37,2544.0,0.6004166959290212,1.090134242488813,68.32111056675642,1330.7,1213.3,361.1,Very High,1
47.25,Female,68.81,1.76,22.213972107438018,25.38107133408039,2.4,2.98,Intermediate,Strength,Low-Carb,322.61,130.16,86.79,1739.0,0.5979131143895027,1.891585525359686,51.34528481501929,268.98,1470.02,333.35,Low,0
43.18,Male,41.5,1.65,15.24334251606979,19.73269848217076,2.3,3.02,Intermediate,Yoga,Low-Carb,257.52,102.51,68.83,1171.0,0.600475679708996,2.470120481927711,33.310930129899134,212.60000000000002,958.4,340.39,Medium,0
48.77,Female,83.04,1.95,21.838264299802763,23.68163470140308,3.5,4.97,Advanced,HIIT,Paleo,268.85,107.14,71.65,2255.0,0.6005942275042445,1.2902215799614642,63.37477054395489,-470.0,2725.0,370.54,Very High,1
29.16,Female,87.93,1.93,23.60600284571398,23.20481295807931,3.51,5.03,Advanced,Cardio,Vegetarian,385.26,153.61,102.33,2633.0,0.6008421709295071,1.746957807346753,67.52600796596087,677.8,1955.2,373.11,Very High,1
18.14,Male,87.18,1.93,23.40465515852775,22.64205837729616,3.47,4.0,Advanced,HIIT,Paleo,207.0,83.87,55.17,2519.0,0.5981967402612415,0.962032576278963,67.44065350667321,61.289999999999964,2457.71,343.36,Medium,1
48.32,Female,86.97,1.76,28.07657541322314,25.795128606586925,3.49,5.02,Advanced,Cardio,Paleo,348.08,138.37,92.37,2530.0,0.6013613904149823,1.5910083936989767,64.53597665085135,649.05,1880.95,365.89,Very High,1
31.16,Male,85.74,1.69,30.01995728440881,27.529417092061788,3.48,4.04,Advanced,HIIT,Vegetarian,291.6,116.0,77.95,2371.0,0.6005560704355886,1.3529274550968045,62.13627778526622,-84.82000000000016,2455.82,343.37,Medium,1
18.18,Male,93.15,1.74,30.766944114149823,34.95165080187381,3.08,2.0,Beginner,Strength,Paleo,280.85,112.22,75.38,2563.0,0.5995303661009713,1.2047235641438538,60.59253727805455,1177.0,1386.0,347.11,Medium,1
20.14,Female,124.48,1.82,37.58000241516725,34.95200377018943,3.2,2.98,Intermediate,Cardio,Vegan,280.72,111.68,75.07,3401.0,0.6005091235801228,0.897172236503856,80.97174570686819,2200.0,1201.0,365.16,Very High,1
20.93,Female,124.78,1.66,45.28233415590071,35.0,3.4,2.98,Intermediate,Cardio,Paleo,435.05,173.97,115.79,3354.0,0.6002262661938992,1.3942138163167175,81.107,2031.41,1322.59,360.02,High,1
39.73,Female,60.18,1.88,17.026935264825713,19.072376822720315,2.98,3.0,Intermediate,HIIT,Balanced,286.93,114.95,76.13,1693.0,0.6002594087989791,1.9101030242605517,48.70224362808691,83.94000000000005,1609.06,339.8,Medium,0
23.37,Male,47.16,1.6,18.421874999999996,24.168730063372127,1.61,3.0,Beginner,Cardio,Paleo,270.74,108.1,72.24,1437.0,0.6002039549525583,2.292196776929601,35.7620269021137,767.59,669.41,344.02,Medium,0
48.27,Female,71.41,1.64,26.55041641879834,27.88722525783289,1.9,3.97,Intermediate,HIIT,Paleo,174.6,69.64,46.58,2141.0,0.6003713637301423,0.9752135555244364,51.49573244338153,215.41000000000008,1925.59,344.56,Medium,0
21.91,Female,117.68,1.68,41.695011337868486,35.0,2.69,2.99,Intermediate,Strength,Vegan,247.32,98.48,65.86,2872.0,0.6007870572802798,0.8368456832087016,76.492,1531.68,1340.32,369.02,Very High,1
39.74,Female,57.67,1.69,20.191870032561887,22.82537837118768,2.4,4.01,Intermediate,Cardio,Keto,224.17,90.16,60.21,1742.0,0.5985208522454211,1.5633778394312468,44.50660429333607,615.99,1126.01,350.22,High,0
24.55,Male,63.53,1.65,23.33516988062443,25.15732125026714,2.17,2.99,Beginner,Cardio,Paleo,275.34,111.21,73.87,1598.0,0.5980191998609965,1.7505115693373208,47.547553809705285,552.7,1045.3,363.6,Very High,0
56.18,Female,50.35,1.7,17.422145328719726,23.33301942448365,2.29,2.01,Beginner,Strength,Keto,221.49,87.89,59.05,1376.0,0.6011725429525283,1.7455809334657397,38.60182471977249,105.33999999999992,1270.66,329.89,Low,0
28.75,Female,50.12,1.57,20.33348208852286,18.85966200823307,2.57,2.99,Intermediate,Yoga,Paleo,187.11,74.61,49.85,1523.0,0.6005392046731071,1.4886272944932164,40.66753740147358,558.2,964.8,366.22,Very High,0
50.29,Male,69.99,1.72,23.658058409951327,24.348349294346143,2.0,4.03,Intermediate,HIIT,Vegetarian,249.34,98.83,66.2,1833.0,0.6017327509230881,1.412058865552222,52.948590328887136,185.75,1647.25,364.97,Very High,0
39.13,Female,61.01,1.83,18.217922302845707,20.6717105751746,2.3,3.98,Intermediate,Cardio,Paleo,219.0,87.45,58.54,1807.0,0.6000164388065427,1.4333715784297658,48.39818937808597,501.4000000000001,1305.6,355.68,High,0
57.26,Male,64.47,1.52,27.904259002770083,24.302861958875766,2.69,5.01,Advanced,Cardio,Keto,207.59,82.83,54.91,1807.0,0.6011351460921437,1.2847836202885063,48.80194489511279,0.18000000000006366,1806.82,333.79,Low,0
25.0,Female,57.27,1.56,23.533037475345168,24.146388408875723,1.61,3.01,Intermediate,Yoga,Vegan,196.3,78.12,52.13,1628.0,0.6011330577246976,1.3640649554740703,43.44136335823688,656.0,972.0,349.5,High,0
21.05,Male,93.78,1.73,31.334157506097764,30.503003824865644,3.61,2.02,Beginner,Yoga,Paleo,253.83,102.37,68.23,2331.0,0.5980491482694437,1.0915973555129026,65.174283013041,1671.0,660.0,365.18,Very High,1
51.91,Male,80.67,1.51,35.380027191789836,34.90881221999268,2.58,2.98,Beginner,Strength,Balanced,179.0,71.48,47.55,2215.0,0.6006106767775056,0.8860790876410066,52.509061182131894,1473.1799999999998,741.82,340.65,Medium,1
22.02,Male,51.4,1.59,20.331474229658635,23.962964046223792,1.79,2.99,Intermediate,Strength,Vegetarian,201.47,80.06,53.92,1399.0,0.6005962140408406,1.5575875486381323,39.08303648024097,28.539999999999964,1370.46,329.2,Low,0
50.99,Male,71.02,1.55,29.56087408949011,27.809212490769166,1.58,3.01,Beginner,Cardio,Balanced,180.6,72.4,48.38,1939.0,0.5992434799920366,1.0194311461560126,51.269897289055734,694.8199999999999,1244.18,336.57,Low,0
54.73,Male,69.09,1.81,21.089099844327098,22.42107037778006,2.13,3.97,Intermediate,Yoga,Balanced,181.51,72.54,48.04,1753.0,0.600847429573968,1.049934867564047,53.59928247599176,889.72,863.28,336.98,Low,0
29.98,Male,120.86,1.96,31.460849645980844,33.64764651350831,2.59,2.0,Beginner,HIIT,Balanced,226.38,91.38,60.81,2862.0,0.5979871622157065,0.756081416514976,80.19345442377386,2049.83,812.17,352.04,High,1
35.92,Female,58.93,1.78,18.599293018558264,19.57557279895997,2.19,2.0,Beginner,Yoga,Vegan,345.41,138.62,92.3,1658.0,0.5993267745909462,2.352282368912269,47.39411494957289,1098.02,559.98,363.85,Very High,0
20.55,Female,51.08,1.58,20.461464508892803,22.34217872411471,1.6,1.99,Beginner,Yoga,Paleo,288.6,114.72,76.94,1491.0,0.6009244992295839,2.245888801879405,39.667615107722206,1148.42,342.58,346.31,Medium,0
45.75,Female,103.4,1.77,33.004564461042484,30.54714337742664,2.89,1.97,Beginner,Yoga,Keto,165.02,66.71,43.61,2699.0,0.5993317353090724,0.6451644100580269,71.81425374774086,1919.49,779.51,336.29,Low,1
53.95,Male,85.38,1.93,22.921420709280785,23.480431964111894,3.49,4.98,Advanced,Strength,Balanced,264.19,104.42,69.56,2148.0,0.6029394983682133,1.223003045209651,65.33240718904126,102.07999999999993,2045.92,348.24,Medium,1
25.89,Female,53.3,1.65,19.57759412304867,22.599556112981983,1.92,4.02,Intermediate,Cardio,Vegan,217.34,86.26,58.09,1682.0,0.6009013243385218,1.6183864915572235,41.254436591780596,653.94,1028.06,359.41,High,0
44.66,Male,51.25,1.87,14.655838027967626,17.11791560867701,3.39,4.02,Intermediate,Cardio,Paleo,208.75,84.04,55.62,1495.0,0.5991504262219798,1.6398048780487806,42.47706825055303,121.05999999999995,1373.94,353.16,High,0
39.19,Female,56.01,1.71,19.1546116753873,23.85355752660313,2.71,4.97,Advanced,HIIT,Balanced,206.48,82.07,54.44,1728.0,0.602000058310738,1.4652740582038921,42.649622429349584,-1046.1999999999998,2774.2,341.98,Medium,0
52.15,Male,61.71,1.69,21.60638633101082,22.736901682465408,2.69,3.99,Advanced,Strength,Keto,362.61,145.29,96.95,1986.0,0.5995040092584938,2.354399611084103,47.6790579717506,-116.76000000000022,2102.76,334.76,Low,0
26.8,Female,80.5,1.61,31.05590062111801,34.745879124472,3.5,3.99,Advanced,Strength,Paleo,198.87,79.43,52.99,2179.0,0.6002897763288961,0.9867080745341615,52.52956730480004,128.3499999999999,2050.65,343.6,Medium,1
52.17,Male,85.49,1.82,25.809081028861247,27.96160559723816,3.51,4.02,Advanced,HIIT,Paleo,336.44,134.55,90.15,2564.0,0.5995651709020922,1.5738682886887359,61.58562337492109,4.300000000000182,2559.7,357.18,High,1
36.1,Female,69.12,1.65,25.38842975206612,25.927296397291613,2.69,3.03,Beginner,Cardio,Keto,256.97,102.71,68.7,1923.0,0.5998646061907653,1.485966435185185,51.199052730192044,841.5799999999999,1081.42,341.86,Medium,0
41.68,Female,63.03,1.98,16.07744107744108,19.50998949331008,3.41,4.02,Intermediate,Cardio,Keto,199.93,79.92,53.7,1640.0,0.5994003897466647,1.267967634459781,50.73285362236666,276.79999999999995,1363.2,329.59,Low,0
55.74,Male,125.82,1.8,38.83333333333333,35.0,2.69,4.0,Intermediate,HIIT,Vegetarian,240.99,95.21,64.15,3388.0,0.6019482952416635,0.7567159434112224,81.783,1708.81,1679.19,365.01,Very High,1
27.92,Female,79.74,1.59,31.541473834104657,31.122843014704287,1.51,2.99,Intermediate,HIIT,Balanced,209.73,83.89,56.07,2063.0,0.5997597872401269,1.0520441434662655,54.92264498007479,79.70000000000005,1983.3,358.68,High,0
55.99,Female,107.59,1.73,35.94841123993451,34.79833359968973,2.8,3.01,Intermediate,HIIT,Balanced,298.64,120.23,80.12,2823.0,0.598488947674302,1.1174830374570128,70.15047288009382,1374.63,1448.37,353.04,High,1
57.13,Female,68.14,1.56,27.999671268902038,27.86860036407241,1.62,3.99,Intermediate,Strength,Paleo,212.84,85.77,56.89,1851.0,0.5987060478199718,1.2587320223070149,49.15033571192106,285.0,1566.0,334.83,Low,0
24.26,Female,67.49,1.56,27.732577251808017,28.808460819363287,2.09,2.99,Intermediate,Strength,Low-Carb,255.32,102.95,68.46,1769.0,0.5983174372554074,1.5254111720254855,48.04716979301172,247.47000000000003,1521.53,357.58,High,0
20.18,Male,120.78,1.72,40.82612222823148,33.79717372520909,3.4,3.0,Intermediate,Strength,Paleo,328.5,131.06,87.38,3013.0,0.60061432698285,1.0851134293757245,79.95977357469245,1924.02,1088.98,355.89,High,1
23.21,Female,57.12,1.55,23.775234131113418,23.55906708803563,1.91,4.01,Intermediate,Yoga,Vegetarian,214.54,85.54,57.22,1584.0,0.6004478029666948,1.4975490196078434,43.663060879314045,597.6,986.4,357.22,High,0
18.0,Female,67.91,1.8,20.959876543209873,18.399566458787582,3.3,4.01,Intermediate,Strength,Keto,294.07,117.88,78.8,1966.0,0.5992256749872644,1.7358268296274482,55.41485441783735,769.2,1196.8,338.62,Medium,0
33.58,Male,114.72,1.81,35.01724611580843,33.372354481236194,2.19,1.98,Beginner,Strength,Vegan,230.77,92.26,61.48,2937.0,0.600166445606096,0.8042189679218968,76.43523493912585,1598.07,1338.93,347.72,Medium,1
47.87,Male,115.14,1.86,33.28130419701699,35.0,3.59,3.0,Beginner,Strength,Low-Carb,280.31,112.17,74.84,3080.0,0.5998245313703672,0.974205315268369,74.84100000000001,1741.07,1338.93,349.26,High,1
25.67,Male,87.09,1.87,24.904915782550255,26.186046031645635,3.5,3.99,Advanced,Cardio,Vegan,314.4,126.34,84.44,2397.0,0.5986518907803038,1.450683201286026,64.28457251103983,619.97,1777.03,350.93,High,1
18.0,Female,92.63,1.74,30.59519091029198,31.25473137901259,3.1,2.03,Beginner,HIIT,Balanced,279.83,112.81,75.2,2635.0,0.5981318399452804,1.2178559861815828,63.67874232362063,933.55,1701.45,347.68,Medium,1
48.82,Female,85.33,1.68,30.233134920634924,28.271401638124185,3.51,4.01,Advanced,Strength,Balanced,229.65,91.51,61.74,2337.0,0.5997649516845129,1.0724247040900037,61.20601298218863,207.5999999999999,2129.4,348.27,Medium,1
34.03,Female,92.41,1.76,29.83277376033058,31.934621139511847,3.51,2.99,Beginner,Strength,Balanced,169.23,66.2,44.62,2473.0,0.6042849491162292,0.7163726869386431,62.899216604977106,1750.96,722.04,357.8,High,1
50.86,Male,60.58,1.71,20.71748572210253,23.90926200789988,2.48,1.99,Beginner,Strength,Low-Carb,203.12,81.38,54.33,1623.0,0.5994746628102589,1.3433476394849786,46.09576907561425,475.6400000000001,1147.36,330.78,Low,0
40.85,Female,94.18,1.62,35.886297820454196,34.55885553732042,3.1,3.99,Intermediate,Cardio,Balanced,268.83,107.37,72.39,2650.0,0.5992777369089815,1.1400509662348695,61.63246985495163,1575.7,1074.3,346.42,Medium,1
50.94,Female,44.77,1.63,16.850464827430468,15.938177682238807,2.11,3.99,Intermediate,Yoga,Paleo,209.84,82.94,55.83,1252.0,0.6019333926163909,1.8525798525798525,37.634477851661686,475.70000000000005,776.3,341.28,Medium,0
53.04,Female,79.1,1.65,29.05417814508724,34.41148025872653,1.61,3.01,Beginner,Yoga,Low-Carb,315.34,128.11,84.8,2305.0,0.596952200662565,1.619595448798989,51.880519115347305,1486.6,818.4,342.26,Medium,0
50.42,Female,69.93,1.55,29.107180020811654,30.405366418799243,2.7,1.97,Beginner,Cardio,Paleo,294.32,118.44,78.82,1773.0,0.5987224866756174,1.6936936936936935,48.66752726333369,1120.62,652.38,339.48,Medium,0
32.04,Female,97.93,1.96,25.491982507288633,30.576487298391413,3.4,3.01,Intermediate,Strength,Balanced,275.4,110.83,74.04,2592.0,0.598344449996741,1.1317267435923617,67.98644598868529,1144.8,1447.2,371.59,Very High,1
50.1,Male,51.46,1.71,17.598577340036254,17.095149672585308,2.89,2.01,Beginner,Yoga,Vegan,274.61,109.43,73.23,1271.0,0.6005423491591401,2.126506024096386,42.6628359784876,292.41999999999996,978.58,342.4,Medium,0
31.81,Male,57.46,1.57,23.311290518885148,26.69602542536288,2.7,4.0,Advanced,Yoga,Balanced,291.43,116.66,77.49,1616.0,0.60016887021706,2.030281935259311,42.12046379058649,329.99,1286.01,364.94,Very High,0
43.01,Male,73.03,1.59,28.88730667299553,28.72713932506756,2.21,2.98,Beginner,Strength,Vegetarian,253.71,101.96,67.51,1923.0,0.599532113994045,1.3961385731891003,52.05057015090316,626.0999999999999,1296.9,350.02,High,0
42.91,Male,48.65,1.61,18.76856602754523,23.50096374781736,2.41,2.02,Beginner,HIIT,Keto,283.03,113.97,75.8,1306.0,0.5986252115059221,2.3426515930113054,37.216781136686855,-256.31999999999994,1562.32,326.82,Low,0
18.23,Female,55.0,1.68,19.48696145124717,21.31427863555094,2.2,3.99,Intermediate,Cardio,Keto,255.69,101.84,67.89,1586.0,0.6010295707771144,1.8516363636363637,43.27714675044698,357.20000000000005,1228.8,338.96,Medium,0
36.73,Female,76.88,1.82,23.209757275691338,21.896425939205614,2.8,3.98,Intermediate,Strength,Balanced,189.61,76.0,51.16,2069.0,0.5985730971998612,0.9885535900104059,60.04602773793872,485.3699999999999,1583.63,344.55,Medium,0
37.74,Male,49.59,1.51,21.74904609446954,25.066248326354845,2.48,3.0,Beginner,Yoga,Paleo,205.28,82.01,55.53,1326.0,0.5987982031386733,1.653760838878806,37.159647454960634,516.41,809.59,349.9,High,0
27.21,Male,76.13,1.76,24.57709194214876,22.867686026908228,2.3,3.04,Beginner,Cardio,Low-Carb,284.36,114.22,76.1,2025.0,0.5990562062863403,1.5003283856561147,58.72083062771476,1427.69,597.31,363.69,Very High,0
33.04,Female,67.43,1.75,22.017959183673472,24.828809321597603,1.67,2.01,Beginner,Yoga,Vegetarian,200.61,81.18,53.7,1796.0,0.5979611910936242,1.203915171288744,50.68793387444674,1236.02,559.98,368.13,Very High,0
42.85,Female,73.76,1.88,20.86917157084654,25.728579594935315,3.3,3.03,Beginner,HIIT,Balanced,333.09,132.76,88.91,1944.0,0.6004218040233614,1.7998915401301516,54.78259969077572,529.5899999999999,1414.41,364.73,Very High,0
49.58,Female,58.49,1.79,18.254736119347086,18.0370592178408,2.71,4.01,Advanced,Cardio,Low-Carb,255.03,101.78,66.95,1777.0,0.6018265055691902,1.7401265173533937,47.940124063484916,101.30999999999995,1675.69,366.66,Very High,0
31.46,Male,63.98,1.64,23.78792385484831,25.94808613066084,2.71,4.01,Advanced,HIIT,Paleo,265.89,105.74,70.8,1936.0,0.6009764256492552,1.652703969990622,47.37841449360319,-246.8499999999999,2182.85,364.93,Very High,0
51.63,Female,50.37,1.78,15.897613937634135,22.679449217457503,2.31,2.01,Beginner,Yoga,Paleo,281.14,112.61,75.02,1429.0,0.5997397444375706,2.235656144530475,38.94636142916665,874.1,554.9,351.27,High,0
45.97,Female,56.19,1.6,21.949218749999996,21.16998966555968,1.57,2.99,Beginner,Strength,Vegan,252.24,101.65,67.92,1383.0,0.5979943576491785,1.809040754582666,44.294582806922016,511.79999999999995,871.2,350.42,High,0
36.92,Male,53.35,1.71,18.244930063951305,18.63500808972625,1.69,3.98,Intermediate,HIIT,Low-Carb,247.58,98.92,65.16,1517.0,0.6014186464558131,1.8541705716963448,43.408223184131046,10.950000000000045,1506.05,348.54,Medium,0
19.9,Female,77.34,1.62,29.469593049839958,30.1673758607103,2.61,3.98,Intermediate,Yoga,Paleo,201.3,80.86,53.59,2257.0,0.5995532390171259,1.0455133178174294,54.00855150932666,1293.0,964.0,331.65,Low,1
26.03,Female,111.16,1.9,30.79224376731302,30.43632992483405,2.19,2.0,Beginner,Yoga,Vegan,181.99,72.27,47.99,2908.0,0.6021174524400331,0.6501439366678661,77.32697565555446,2233.58,674.42,361.69,Very High,1
47.76,Female,71.18,1.64,26.4649018441404,28.69210783876067,1.9,4.01,Intermediate,Yoga,Paleo,176.65,69.68,46.83,1942.0,0.6025719743484786,0.9789266647934813,50.75695764037016,891.6800000000001,1050.32,343.67,Medium,0
30.15,Female,89.68,1.66,32.544636376832635,34.31659533669907,2.12,4.01,Intermediate,Cardio,Low-Carb,250.3,100.61,66.78,2502.0,0.5992482463070697,1.1218777876895627,58.90487730204828,1231.63,1270.37,356.62,High,1
22.29,Female,70.68,1.62,26.931870141746682,28.64731645297018,3.51,2.0,Beginner,Strength,Keto,325.34,130.83,87.17,1700.0,0.5987779291051644,1.8510186757215619,50.43207673104068,790.86,909.14,334.38,Low,0
18.66,Female,72.09,1.94,19.154532894037626,20.905028302354868,3.2,3.03,Intermediate,Cardio,Keto,192.73,76.71,51.19,2094.0,0.6010978386301967,1.0640865584685808,57.01956509683238,960.26,1133.74,339.51,Medium,0
31.32,Female,64.69,1.7,22.384083044982702,24.89891065678444,2.7,5.01,Advanced,HIIT,Balanced,336.12,135.26,89.63,2053.0,0.5991337052815457,2.0908950378729325,48.58289469612614,-761.9299999999998,2814.93,348.72,High,0
56.03,Male,55.86,1.92,15.152994791666666,16.6136388788769,3.21,2.98,Beginner,Strength,Vegan,204.28,82.4,54.46,1605.0,0.5988157354751715,1.4751163623344075,46.579621322259364,931.8,673.2,333.37,Low,0
